ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
250-22-9282|4416706269126352832|Edgar|Powell|M|81752 James Ford|Vista|CA|92081|33.1644|-117.2403|112033|Surveyor, mining|1973-07-29|326680077774|adults_50up_male_urban.json
470-19-5923|630456612963|John|Nelson|M|177 Black Village Suite 628|Hawley|TX|79525|32.6423|-99.9239|2842|Theatre director|1978-09-20|709856749196|adults_2550_male_urban.json
697-47-3543|3566169385771715|Daniel|Lopez|M|2693 Elizabeth Curve Apt. 915|Edmond|OK|73013|35.6215|-97.4733|116001|Economist|1934-03-05|616998471894|adults_50up_male_urban.json
670-64-2334|4538159196068867|Gary|Kaiser|M|5776 Alex Trace|Studio City|CA|91604|34.143|-118.3913|29034|Geoscientist|1988-04-27|4371351793|adults_2550_male_urban.json
744-79-3650|36704046481094|Kevin|Sanders|M|5794 Brown Turnpike Suite 749|Dallas|TX|75234|32.9245|-96.8938|1263321|Medical secretary|1994-08-27|335456379110|adults_2550_male_urban.json
081-63-8674|3593334239057698|Willie|Campbell|M|72280 Michael Unions Apt. 889|Melrose|MA|02176|42.4581|-71.0632|26983|Clinical embryologist|1974-04-06|656352074539|adults_50up_male_urban.json
302-13-0851|639089315431|Mark|Brown|M|54222 Ballard Lake Apt. 800|Fort Lauderdale|FL|33334|26.1845|-80.1344|711693|Teacher, primary school|1968-05-01|126415120153|adults_50up_male_urban.json
367-07-5665|30204086673573|Melinda|Wilkerson|F|950 Julie Run|Toms River|NJ|08757|39.9715|-74.2512|122197|Nurse, children's|1962-10-26|956968588144|adults_50up_female_urban.json
578-12-2098|501833262402|Mackenzie|Williams|F|23000 Travis Point Suite 002|Sunbury|OH|43074|40.2655|-82.8511|11655|Chartered legal executive (England and Wales)|1965-09-08|518435197015|adults_50up_female_urban.json
543-77-4135|676178326580|Danielle|Park|F|285 John Rue Suite 447|Warwick|RI|02886|41.7026|-71.4476|77398|Commercial/residential surveyor|2003-04-30|556894712176|young_adults_female_urban.json
716-72-9209|213196678392977|Marc|Smith|M|947 Knapp Parkways Apt. 701|Longview|TX|75605|32.5547|-94.7767|102348|Surveyor, rural practice|1969-05-27|657627007281|adults_50up_male_urban.json
712-62-2236|4051282642502125591|Barbara|Tucker|F|7142 Moss Village|Claxton|GA|30417|32.165|-81.908|11090|Agricultural consultant|1953-11-16|109405348227|adults_50up_female_urban.json
715-19-0048|4728587992343431129|Jose|Hodge|M|94141 Burns Glens Apt. 016|Bloomington|IN|47404|39.195|-86.5757|126925|Statistician|1973-08-31|662971789838|adults_50up_male_urban.json
176-60-4315|370108141977408|Christy|Walker|F|73634 Schneider Brooks Apt. 511|Rocklin|CA|95765|38.8136|-121.2677|57307|Museum education officer|1992-12-03|173685357258|adults_2550_female_urban.json
857-18-9210|4981512222569898693|Susan|Carlson|F|09870 Daniels Camp|Joplin|MO|64801|37.0969|-94.5051|72274|Nurse, adult|1979-12-30|402967548596|adults_2550_female_urban.json
263-88-6216|379235723220930|Tyler|Lewis|M|917 Mccormick Club|Lancaster|KY|40444|37.6584|-84.5969|14096|Environmental health practitioner|1955-10-14|917936512230|adults_50up_male_urban.json
220-06-8797|4222663671103934|James|Anderson|M|972 Oneal Stream|Edinburg|TX|78539|26.2792|-98.1832|136507|Systems analyst|1975-10-31|361661915778|adults_2550_male_urban.json
717-47-5986|341660927000173|Matthew|Jones|M|6953 Kurt Curve Apt. 461|Kooskia|ID|83539|46.116|-115.9459|2001|Cytogeneticist|2007-12-26|372383372205|young_adults_male_rural.json
727-13-8277|4150995625061209573|Sarah|Jones|F|8039 Jessica Grove Apt. 456|Staten Island|NY|10309|40.5352|-74.2116|468730|Physiological scientist|1965-12-21|827904055540|adults_50up_female_urban.json
641-62-8659|372791955381540|William|Morgan|M|505 Farley Viaduct Suite 020|Bayonne|NJ|07002|40.6664|-74.1192|63031|Film/video editor|1955-12-10|259512444367|adults_50up_male_urban.json
531-88-3380|2384102304566488|Adam|Ruiz|M|6630 Sandra Lakes Apt. 734|Austin|TX|78746|30.2971|-97.8181|940359|Glass blower/designer|1997-10-01|268625454534|adults_2550_male_urban.json
006-48-6570|676357388542|Julia|Bright|F|8998 Sanchez Flats Apt. 973|Hillsboro|OR|97123|45.4984|-122.957|92886|Development worker, international aid|1961-01-18|330062841555|adults_50up_female_urban.json
892-32-0151|502057922895|Paul|Flynn|M|176 Santos Cliffs|Douglasville|GA|30135|33.6989|-84.7454|105268|Publishing rights manager|1984-07-12|45413532510|adults_2550_male_urban.json
351-95-2902|3537090787075958|Troy|Owens|M|261 Catherine Spur|Woodridge|IL|60517|41.7518|-88.0488|32038|Engineer, maintenance (IT)|1970-04-21|715867432173|adults_50up_male_urban.json
284-86-5462|562150837986|Riley|Harrington|M|4747 Oconnor Mews|Waukesha|WI|53188|43.0128|-88.2705|95015|Psychotherapist, child|2000-02-14|666873290585|adults_2550_male_urban.json
898-95-0162|4291883336019|Taylor|Tucker|F|864 Jamie Run Apt. 808|Four Oaks|NC|27524|35.404|-78.4153|12338|Nurse, children's|1964-10-20|74637043201|adults_50up_female_urban.json
170-66-9162|3522589929447360|Donald|Marks|M|2759 Tracy Canyon|Las Vegas|NV|89106|36.1847|-115.1617|1417793|Orthoptist|1969-08-04|51233442042|adults_50up_male_urban.json
050-20-3449|343816311173616|Shelby|Nunez|F|6528 Scott Fort|Colton|CA|92324|34.0315|-117.2874|56505|Psychologist, counselling|1957-09-15|895432643247|adults_50up_female_urban.json
875-10-0897|3553109329531994|Rachel|Turner|F|822 Mark Burgs|Washington|DC|20019|38.8902|-76.9376|601723|Nurse, learning disability|1964-12-25|845891325801|adults_50up_female_urban.json
008-97-6370|6533117525380676|Alexis|Pace|M|01834 Nancy Knoll|Cotati|CA|94931|38.3259|-122.7048|8470|Conservator, furniture|1982-06-29|622774012095|adults_2550_male_urban.json
137-59-7306|5350040989439055|Glenn|Robinson|M|834 Douglas Harbor Suite 277|Philadelphia|PA|19149|40.0369|-75.0664|1526206|Engineer, maintenance (IT)|1971-01-05|884743215400|adults_50up_male_urban.json
724-59-9246|4902320833842746|Jacqueline|Bonilla|F|046 Harris Port|New Milford|CT|06776|41.5817|-73.4128|26889|Housing manager/officer|1968-11-09|399260217838|adults_50up_female_urban.json
282-74-3030|4731191882220215335|Robert|West|M|82075 Kenneth Place Apt. 259|Jewett City|CT|06351|41.6052|-71.9808|16301|Therapist, art|1998-11-26|513295258460|adults_2550_male_urban.json
163-82-2483|4446718797199139887|Kimberly|Hansen|F|892 Timothy Well Suite 997|Port Charlotte|FL|33948|26.9827|-82.1412|79008|Chartered certified accountant|1953-04-22|619516521077|adults_50up_female_urban.json
003-40-3990|213110645010893|Dawn|Trevino|F|5815 Perez Mall Apt. 709|Flushing|NY|11367|40.728|-73.8195|219342|Designer, exhibition/display|1968-05-21|434707627614|adults_50up_female_urban.json
622-05-7716|346669452009405|Shane|Wolf|M|4557 Natalie Turnpike Suite 489|Winston Salem|NC|27127|36.0425|-80.2609|250944|Jewellery designer|1963-08-14|920167286582|adults_50up_male_urban.json
223-39-0673|4992589918074042|Nathan|Gomez|M|178 Caroline Hills Apt. 939|Crab Orchard|WV|25827|37.7385|-81.2536|2488|Counselling psychologist|1951-10-24|257669602943|adults_50up_male_rural.json
262-93-3406|6011913553846914|Jenny|Cook|F|40382 Liu Branch Suite 296|Georgetown|DE|19947|38.679|-75.3932|18799|Trading standards officer|1987-10-27|730060058634|adults_2550_female_urban.json
609-83-2552|4375298577703|Susan|Adams|F|1948 Tracy Mall|Bangor|PA|18013|40.853|-75.1718|17802|Pension scheme manager|1939-11-01|601477522050|adults_50up_female_urban.json
055-12-4253|3520858612500989|Chad|Smith|M|599 Garcia Ridges|Papillion|NE|68046|41.1523|-96.0371|34894|Learning mentor|1974-09-13|279185296808|adults_50up_male_urban.json
177-16-4885|3563695222307571|Rebecca|Ruiz|F|71449 Joshua Road|Belle Rive|IL|62810|38.2153|-88.7558|1089|Investment analyst|1960-05-29|903654431631|adults_50up_female_rural.json
504-35-1161|30209757721569|Brian|Kennedy|M|28548 Christopher Cape Apt. 355|Mount Pleasant|SC|29464|32.8473|-79.8206|72374|Statistician|1961-03-04|872196716287|adults_50up_male_urban.json
710-41-9718|4181920002056838|James|Johnston|M|96751 Shannon Islands|Broomfield|CO|80021|39.8854|-105.1139|92337|Engineer, energy|2004-01-08|821783938749|young_adults_male_urban.json
226-99-7709|676325534508|Andrew|Davis|M|841 Brown Fields|Westcliffe|CO|81252|38.123|-105.4332|3830|Chief Financial Officer|1985-11-21|118560005681|adults_2550_male_urban.json
833-66-6722|4781183816406699|Isaiah|Hall|M|78703 Stephanie Corner Apt. 475|Glendale|AZ|85308|33.6539|-112.1694|280389|Clinical research associate|1969-06-22|45110470582|adults_50up_male_urban.json
347-07-9381|4929864299123660|Robert|Marquez|M|8568 Miller Streets|Newark|DE|19702|39.6349|-75.6993|138967|Embryologist, clinical|1996-04-18|727143018243|adults_2550_male_urban.json
023-73-2600|3509156995747045|Benjamin|Richardson|M|31284 Taylor Park|Santa Rosa|CA|95403|38.4822|-122.7473|209844|Audiological scientist|1953-08-21|887982908893|adults_50up_male_urban.json
386-56-7901|3526082021229627|Eric|Rodriguez|M|4930 Phillips Street|Henderson|NV|89011|36.1065|-114.9192|264999|Electrical engineer|1964-06-25|952958623902|adults_50up_male_urban.json
340-14-2866|5396925946776076|Shannon|Sullivan|F|23269 Jacob Inlet|Winter Park|FL|32789|28.5978|-81.3534|71471|Human resources officer|1942-08-31|514035667203|adults_50up_female_urban.json
628-14-7677|3596741003082131|Lauren|Green|F|3336 Steven Ridge Suite 556|Oklahoma City|OK|73120|35.5835|-97.5638|640470|Contractor|1981-06-12|577515823107|adults_2550_female_urban.json
393-90-6527|4962575690402296693|Sarah|Horn|F|190 Ronnie Locks|Blairsville|GA|30512|34.8763|-83.992|19490|Chemist, analytical|1958-12-07|649176141363|adults_50up_female_urban.json
401-50-0500|3508811129815750|Jose|Hurley|M|98162 Santos Isle|Edgewater|NJ|07020|40.8317|-73.9738|11513|Multimedia specialist|1977-09-27|279664799624|adults_2550_male_urban.json
269-90-0501|4873174868475509|Melissa|Wood|F|41557 Amy Square|West Orange|NJ|07052|40.7859|-74.2568|46182|Equality and diversity officer|2003-05-26|974163337136|young_adults_female_urban.json
663-81-2212|4094882335550893|Gabriel|Patton|M|43830 Hoffman Mountain|Des Moines|IA|50315|41.5444|-93.6192|222785|Buyer, industrial|1992-09-03|313983354725|adults_2550_male_urban.json
745-60-1542|4871509473091427|Elizabeth|Evans|F|61442 Ashley Key|Urbana|IL|61801|40.1095|-88.2036|49989|Engineer, aeronautical|1995-10-13|14438934792|adults_2550_female_urban.json
753-61-8693|4821254463751994391|Zachary|Hatfield|M|9786 Wright Lodge|Dennis|MA|02638|41.7322|-70.1911|3207|Primary school teacher|1956-12-28|280191877438|adults_50up_male_urban.json
029-31-9088|3575820142984996|Jennifer|Frederick|F|8745 Anderson Park Suite 494|Gary|IN|46406|41.5878|-87.4062|85171|Teacher, music|1957-02-22|782390270443|adults_50up_female_urban.json
430-65-8201|501875991595|Ashley|Estrada|F|903 Adam Station Suite 472|Boise|ID|83702|43.6322|-116.2052|255947|Engineer, civil (consulting)|1972-04-10|190932816069|adults_50up_female_urban.json
883-18-0304|561329394309|Alexis|Garcia|F|38889 King Mission Suite 915|Portland|OR|97217|45.5742|-122.6842|841711|Pensions consultant|1961-07-28|823560076839|adults_50up_female_urban.json
283-67-9684|630440412132|Aaron|Hill|M|70748 Calvin Mountain Suite 370|Thousand Oaks|CA|91360|34.2092|-118.8739|78447|Data scientist|1963-08-16|505946390297|adults_50up_male_urban.json
230-58-4339|379877642667954|Brandon|Campbell|M|98989 Johnny Alley|San Angelo|TX|76903|31.4707|-100.4386|103927|Journalist, broadcasting|1990-02-04|294303359856|adults_2550_male_urban.json
500-75-0690|4598928592236|Sheila|Sheppard|F|0509 Morales Walk Suite 507|Los Angeles|CA|90003|33.9653|-118.2727|2383912|Presenter, broadcasting|1981-08-06|300678639447|adults_2550_female_urban.json
304-65-6126|30019141463319|Sean|Lynch|M|301 Ashley Pine|Iselin|NJ|08830|40.5716|-74.3167|18459|Photographer|1973-08-10|150383952924|adults_50up_male_urban.json
593-31-7940|3516977782900443|Vincent|Herring|M|4275 Max Courts Suite 393|Fort Myers|FL|33905|26.6693|-81.7605|224256|Teacher, secondary school|1981-06-07|182884906306|adults_2550_male_urban.json
267-76-7439|569345389062|Ann|Copeland|F|693 Jones Circles|Orange|CA|92867|33.811|-117.8493|141692|Medical sales representative|1988-09-26|809731001329|adults_2550_female_urban.json
351-87-8384|30576193681221|Dylan|Bishop|M|402 Cannon Court|Salt Lake City|UT|84123|40.6596|-111.9193|594043|Scientist, clinical (histocompatibility and immunogenetics)|1977-03-05|962764779741|adults_2550_male_urban.json
542-65-9083|3503674503134502|Ashley|Thomas|F|3086 Perez Village|Billingsley|AL|36006|32.6106|-86.7163|1313|Medical physicist|2003-09-25|809821955534|young_adults_female_rural.json
264-75-1246|180051854015695|Madeline|Cunningham|F|4953 Benjamin Road Apt. 902|Hampden|ME|04444|44.7411|-68.873|8824|Administrator, education|1966-09-06|524627606842|adults_50up_female_urban.json
263-24-1246|4327115361886|Cynthia|Welch|F|2267 Yu Pike|Greensboro|NC|27406|36.022|-79.7821|305168|Therapist, occupational|1972-08-22|437057159624|adults_50up_female_urban.json
206-34-0649|3511959022254166|Cody|Burton|M|38780 Sanders Club|Kansas City|MO|64111|39.0565|-94.5929|545147|Fitness centre manager|1966-08-06|587803589834|adults_50up_male_urban.json
858-73-4910|349914942813025|Erica|Wilson|F|7064 Haley Fields Apt. 884|Sapulpa|OK|74066|36.003|-96.1106|31060|Music therapist|1930-06-27|420022429403|adults_50up_female_urban.json
614-91-7880|3543368834251968|Katherine|Johnson|F|4691 Duran Bypass Apt. 965|Rose Hill|VA|24281|36.6583|-83.3486|2487|Company secretary|2004-03-17|263515132166|young_adults_female_rural.json
104-94-6806|4766981977819272|Pamela|Foley|F|75538 Hall Mission Suite 428|Grass Valley|CA|95945|39.2081|-121.0069|44940|Purchasing manager|1937-07-11|268477218717|adults_50up_female_urban.json
307-82-2248|3533250781367272|Daniel|Green|M|66785 Christine Forest|Phoenix|AZ|85032|33.6238|-112.0044|1312922|Engineer, automotive|1987-05-19|120759585360|adults_2550_male_urban.json
453-35-1817|4755847784608724|Lauren|Alvarado|F|206 Sarah Ville|Lewisville|TX|75077|33.0775|-97.0704|109212|Field seismologist|1958-08-24|74705409803|adults_50up_female_urban.json
094-41-3642|4085773608440|Alexandra|Ray|F|88199 Donald Drives Apt. 747|Fresh Meadows|NY|11365|40.7374|-73.7951|55784|Hydrologist|1970-05-04|721825042911|adults_50up_female_urban.json
301-25-7042|3598961938549818|Maria|Kirk|F|85810 Brian Square|Warren|MI|48092|42.5125|-83.0643|134056|Cytogeneticist|1974-10-07|883033266889|adults_50up_female_urban.json
119-78-8904|3591534741931973|Aaron|Morgan|M|155 Ashley Camp Apt. 534|Charlotte|NC|28207|35.1935|-80.8272|790689|Broadcast engineer|2001-10-14|558341536040|young_adults_male_urban.json
431-14-2395|639090053278|Wesley|Garrett|M|00782 Baker Trail|Florence|SC|29501|34.1838|-79.7728|88459|Lexicographer|1952-12-28|70558389593|adults_50up_male_urban.json
824-51-5544|6011152956737699|James|Holland|M|89379 Kelly Trail|Trenton|NJ|08640|40.0098|-74.6052|270100|Environmental education officer|1988-05-19|411148366815|adults_2550_male_urban.json
851-03-0637|675981019481|Crystal|Gibbs|F|62262 Paul Summit Suite 462|Crescent City|CA|95531|41.7817|-124.1332|24528|Learning mentor|1970-09-07|405396404162|adults_50up_female_urban.json
278-23-8958|348875883290690|Timothy|Hall|M|35677 Taylor Ranch|Crown Point|IN|46307|41.4236|-87.3556|60619|Therapeutic radiographer|1936-05-23|773927245081|adults_50up_male_urban.json
718-28-1077|4704857743515|Brad|Carpenter|M|3915 Brown Village|Bella Vista|AR|72715|36.4677|-94.3209|26931|Firefighter|1980-03-12|16776274063|adults_2550_male_urban.json
236-80-8414|3504954603686208|Emma|Smith|F|673 Mario Fort|Lakeside Marblehead|OH|43440|41.5247|-82.7766|4875|Arts administrator|1991-12-09|867096198061|adults_2550_female_urban.json
197-20-5209|4354757070491419|Teresa|Moore|F|8286 Jones Courts Apt. 479|Longview|WA|98632|46.1514|-122.9634|49205|Police officer|1943-05-27|827584356163|adults_50up_female_urban.json
166-87-4603|4635841317094763844|John|Griffin|M|8503 Kayla Spur Suite 388|Panther|WV|24872|37.3752|-81.6539|783|Investment banker, corporate|1975-10-31|200525016118|adults_2550_male_rural.json
665-05-7078|4747767434935084497|Christopher|Bishop|M|973 Thompson Circles|Poseyville|IN|47633|38.172|-87.8027|2542|Quality manager|1992-02-02|224574949828|adults_2550_male_urban.json
264-58-5296|6528119863183305|Nicholas|Nichols|M|35896 Ward Mountains Suite 998|Kinston|NC|28501|35.2783|-77.586|42031|Site engineer|1935-02-13|778101461684|adults_50up_male_urban.json
414-74-0722|36095553693001|Robert|Smith|M|8327 Cross Ways|Houston|TX|77090|30.0167|-95.447|2906700|Chartered certified accountant|1998-12-21|124614203094|adults_2550_male_urban.json
650-08-0729|180047192462706|Timothy|Davila|M|8943 Ashley Fields|Laveen|AZ|85339|33.3436|-112.1716|35586|Programmer, applications|2004-08-12|676850205541|young_adults_male_urban.json
075-34-8378|4775170497252|Kristine|Parsons|F|2626 Duran Falls|Warrensburg|MO|64093|38.7667|-93.7273|27608|Presenter, broadcasting|1967-12-22|701857024351|adults_50up_female_urban.json
110-82-4723|4094026775370087|Ryan|Lin|M|1432 Rachel Glens Suite 752|Mc Lean|VA|22102|38.953|-77.2295|51872|Financial adviser|1966-07-11|980776252871|adults_50up_male_urban.json
189-83-4144|2278831884557587|Jennifer|Barnett|F|700 Byrd Hills Suite 896|Stockton|CA|95210|38.025|-121.2972|357430|Designer, industrial/product|1931-12-09|83352671486|adults_50up_female_urban.json
664-76-3381|4146046479595|Robert|Parker|M|24934 Krista Fort Suite 109|Bethalto|IL|62010|38.9074|-90.0344|11186|Research scientist (medical)|2004-01-24|523469745401|young_adults_male_urban.json
264-93-3298|342794644914397|Erik|White|M|60579 Kevin Via Suite 554|Manteo|NC|27954|35.8948|-75.6714|6111|Homeopath|1969-05-25|644674448473|adults_50up_male_urban.json
197-79-6868|676360062365|Edward|Zimmerman|M|3135 Mcintyre Square Apt. 882|Fitzgerald|GA|31750|31.7248|-83.2495|18687|Quality manager|1984-02-23|524196535623|adults_2550_male_urban.json
565-49-0588|4141332891075164722|Logan|Gordon|M|7748 Craig Locks Apt. 298|Port Republic|MD|20676|38.4952|-76.5349|3871|Engineer, maintenance (IT)|1997-05-16|489352249773|adults_2550_male_urban.json
812-70-8838|180090011008680|Christy|Mcdaniel|F|921 Clark Oval|Walnut Creek|CA|94596|37.9053|-122.0549|82557|Civil engineer, consulting|1975-05-06|928340529007|adults_50up_female_urban.json
104-24-3717|213176937070606|William|Bryant|M|05889 Gross Creek Suite 412|Kissimmee|FL|34743|28.3306|-81.3544|228365|Advice worker|2000-03-29|470349642404|adults_2550_male_urban.json
637-67-5415|4167096534324339|Kristina|Martin|F|29688 Wilkerson Glens Suite 061|Dalton|GA|30720|34.7635|-84.9875|80496|Training and development officer|1946-02-15|897621007001|adults_50up_female_urban.json
